INDV1 INDV2 Ajk
ser_bal_106 ser_spaAL_050 0.002
ser_bal_106 ser_spaAL_051 0.02
ser_bal_106 ser_spaAL_054 -0.015
ser_bal_106 ser_spaAL_059 -0.003
ser_bal_106 ser_spaAL_061 -0.008
ser_bal_106 ser_spaAL_065 0.016
ser_bal_106 ser_spaAL_066 0.01
ser_bal_106 ser_spaAL_067 -0.002
ser_bal_106 ser_spaAL_071 0
ser_bal_106 ser_spaAL_072 0.015
ser_bal_106 ser_spaAL_073 0.02
ser_bal_106 ser_spaAL_074 0.003
ser_bal_106 ser_spaAL_075 -0.003
ser_bal_106 ser_spaN_037 0.012
ser_bal_106 ser_spaN_038 0.008
ser_bal_106 ser_spaN_039 0.01
ser_bal_106 ser_spaS_002 -0.026
ser_bal_106 ser_spaS_003 -0.018
ser_bal_106 ser_spaS_004 -0.01
ser_bal_106 ser_spaS_005 -0.012
ser_bal_106 ser_spaS_007 -0.024
ser_bal_106 ser_spaS_008 -0.015
ser_bal_106 ser_spaS_009 -0.011
ser_bal_106 ser_spaS_010 -0.017
ser_bal_106 ser_spaS_011 -0.003
ser_bal_106 ser_spaS_012 -0.002
ser_bal_106 ser_spaS_013 -0.023
ser_bal_106 ser_spaS_014 -0.015
ser_bal_106 ser_spaS_015 -0.021
ser_bal_106 ser_spaS_016 -0.022
ser_bal_106 ser_spaS_017 0.018
ser_bal_106 ser_spaS_018 -0.009
ser_bal_106 ser_spaS_019 -0.005
ser_bal_106 ser_spaS_020 -0.023
ser_bal_106 ser_spaS_021 0.012
ser_bal_106 ser_spaS_022 -0.015
ser_bal_106 ser_spaS_023 -0.016
ser_bal_106 ser_spaS_024 -0.001
ser_bal_106 ser_spaS_025 0.006
ser_bal_106 ser_spaS_026 -0.006
ser_bal_106 ser_spaS_027 -0.021
ser_bal_106 ser_spaS_028 0.01
ser_bal_106 ser_spaS_029 0.014
ser_bal_106 ser_spaS_030 -0.001
ser_bal_106 ser_spaS_031 -0.017
ser_bal_106 ser_spaS_032 -0.008
ser_bal_106 ser_spaS_033 0
ser_bal_106 ser_spaS_034 -0.018
ser_bal_106 ser_spaS_035 -0.027
ser_bal_106 ser_spaS_036 -0.018
ser_bal_106 ser_spaS_037 -0.017
ser_bal_106 ser_spaS_039 -0.013
ser_bal_106 ser_spaS_040 -0.02
ser_bal_106 ser_spaS_041 -0.019
ser_bal_106 ser_spaS_042 -0.015
ser_bal_106 ser_spaS_043 0.014
ser_bal_106 ser_spaS_044 -0.016
ser_bal_106 ser_spaS_045 0.01
ser_bal_106 ser_spaS_046 -0.017
ser_bal_106 ser_spaS_047 0.004
ser_bal_106 ser_spaS_048 -0.006
ser_bal_106 ser_spaS_049 -0.016
ser_bal_106 ser_spaS_050 -0.003
ser_bal_106 ser_spaS_051 -0.016
ser_bal_106 ser_spaS_052 -0.009
ser_bal_106 ser_spaS_053 -0.021
ser_bal_106 ser_spaS_054 -0.025
ser_bal_106 ser_spaS_055 0.01
ser_bal_106 ser_spaS_056 -0.013
ser_bal_106 ser_spaS_057 -0.012
ser_bal_106 ser_spaS_058 -0.006
ser_bal_106 ser_spaS_059 -0.017
ser_bal_106 ser_spaS_060 0.007
ser_bal_106 ser_spaS_061 0
ser_bal_106 ser_spaS_062 -0.016
ser_bal_106 ser_spaS_063 -0.007
ser_bal_106 ser_spaS_064 -0.021
ser_bal_106 ser_spaS_065 -0.02
ser_bal_106 ser_spaS_066 -0.015
ser_bal_106 ser_spaS_067 -0.012
ser_bal_106 ser_spaS_068 0.002
ser_bal_106 ser_spaS_070 -0.026
ser_bal_106 ser_spaS_071 -0.03
ser_bal_106 ser_spaS_072 0.004
ser_bal_106 ser_spaS_073 -0.007
ser_bal_106 ser_spaS_074 -0.006
ser_bal_106 ser_spaS_075 0.002
ser_bal_106 ser_spaS_076 -0.004
ser_bal_106 ser_spaS_077 -0.011
ser_bal_106 ser_spaS_078 -0.024
ser_bal_106 ser_spaS_079 -0.017
ser_bal_106 ser_spaS_080 -0.015
ser_bal_106 ser_spaS_081 -0.02
ser_bal_106 ser_spaS_082 0.011
ser_bal_106 ser_spaS_083 -0.019
ser_bal_106 ser_spaS_084 -0.005
ser_bal_106 ser_spaS_085 0.004
ser_bal_106 ser_spaS_086 0.002
ser_bal_106 ser_spaS_087 -0.001
ser_bal_106 ser_spaS_088 -0.032
ser_bal_106 ser_spaS_089 -0.024
ser_bal_106 ser_spaS_090 -0.01
ser_bal_106 ser_spaS_091 -0.014
ser_bal_106 ser_spaS_092 -0.018
ser_bal_106 ser_spaS_093 -0.019
ser_bal_106 ser_spaS_094 -0.022
ser_bal_106 ser_spaS_095 -0.023
ser_bal_106 ser_spaS_096 -0.005
ser_bal_106 ser_spaS_097 -0.003
ser_bal_106 ser_spaS_098 -0.018
ser_bal_106 ser_spaS_099 -0.005
ser_bal_106 ser_spaS_100 -0.031
ser_bal_106 ser_spaS_101 -0.013
ser_bal_106 ser_spaS_102 -0.027
ser_bal_106 ser_spaS_103 -0.023
ser_bal_106 ser_spaS_104 -0.002
ser_bal_106 ser_spaS_105 0.012
ser_bal_106 ser_spaS_106 0.001
ser_bal_106 ser_spaS_107 0.007
ser_bal_106 ser_spaS_108 -0.002
ser_bal_106 ser_spaS_109 0.003
ser_bal_106 ser_spaS_110 0
ser_bal_106 ser_spaS_111 0.001
ser_bal_106 ser_spaS_112 -0.005
ser_bal_106 ser_spaS_113 -0.025
ser_bal_106 ser_spaS_114 -0.017
ser_bal_106 ser_spaS_116 -0.006
ser_bal_106 ser_spaS_117 -0.018
ser_bal_106 ser_spaS_121 0.005
ser_bal_106 ser_spaS_122 -0.01
ser_bal_106 ser_spaS_123 -0.018
ser_bal_106 ser_spaS_124 -0.023
ser_bal_106 ser_spaS_125 -0.001
ser_bal_106 ser_spaS_126 -0.009
ser_bal_106 ser_spaS_127 -0.015
ser_bal_106 ser_spaS_128 -0.011
ser_bal_106 ser_spaS_129 -0.016
ser_bal_106 ser_spaS_130 -0.008
ser_bal_106 ser_spaS_131 0.009
ser_bal_106 ser_spaS_132 -0.003
ser_bal_106 ser_spaS_133 0.009
ser_bal_106 ser_spaS_135 -0.019
ser_bal_106 ser_spaS_136 0.013
ser_bal_106 ser_spaS_137 -0.012
ser_bal_106 ser_spaS_138 -0.013
ser_bal_106 ser_spaS_139 -0.013
ser_bal_106 ser_spaS_140 -0.015
ser_bal_106 ser_spaS_141 -0.009
ser_bal_106 ser_spaS_142 -0.007
ser_bal_106 ser_spaS_143 -0.016
ser_bal_106 ser_spaS_144 -0.012
ser_bal_106 ser_spaS_145 -0.007
ser_bal_106 ser_spaS_146 -0.003
ser_bal_106 ser_spaS_147 -0.003
ser_bal_106 ser_spaS_148 -0.001
ser_bal_106 ser_spaS_149 -0.005
ser_bal_106 ser_spaS_150 -0.02
ser_bal_106 ser_spaS_151 -0.002
ser_bal_106 ser_spaS_152 0.008
ser_bal_106 ser_spaS_153 -0.008
ser_bal_107 ser_bal_108 0.021
ser_bal_107 ser_bal_109 0.009
ser_bal_107 ser_bal_110 0.003
ser_bal_107 ser_bal_111 0.001
ser_bal_107 ser_bal_112 0.011
ser_bal_107 ser_bal_113 0.012
ser_bal_107 ser_bal_114 0.003
ser_bal_107 ser_bal_115 0.003
ser_bal_107 ser_bal_116 -0.002
ser_bal_107 ser_bal_117 -0.008
ser_bal_107 ser_bal_118 0.001
ser_bal_107 ser_bal_119 0.017
ser_bal_107 ser_bal_120 -0.007
ser_bal_107 ser_bal_121 0.009
ser_bal_107 ser_bal_122 -0.013
ser_bal_107 ser_bal_123 0.005
ser_bal_107 ser_bal_124 0.01
ser_bal_107 ser_bal_125 0.012
ser_bal_107 ser_bal_126 -0.001
ser_bal_107 ser_bal_127 -0.005
ser_bal_107 ser_bal_128 -0.009
ser_bal_107 ser_bal_129 0.01
ser_bal_107 ser_bal_130 0.014
ser_bal_107 ser_bal_131 0.004
ser_bal_107 ser_bal_133 -0.006
ser_bal_107 ser_bal_134 0.01
ser_bal_107 ser_bal_135 0.001
ser_bal_107 ser_bal_136 -0.001
ser_bal_107 ser_bal_137 0.01
ser_bal_107 ser_bal_138 0.01
ser_bal_107 ser_bal_139 -0.001
ser_bal_107 ser_bal_140 -0.007
ser_bal_107 ser_bal_141 0.002
ser_bal_107 ser_bal_142 0.001
ser_bal_107 ser_bal_143 0.01
ser_bal_107 ser_bal_144 0.009
ser_bal_107 ser_bal_145 0.009
ser_bal_107 ser_bal_146 0
ser_bal_107 ser_bal_147 0.012
ser_bal_107 ser_bal_148 0.012
ser_bal_107 ser_bal_149 0.008
ser_bal_107 ser_bal_150 0.014
ser_bal_107 ser_bal_151 -0.013
ser_bal_107 ser_bal_152 0.01
ser_bal_107 ser_bal_153 0.003
ser_bal_107 ser_bal_154 -0.006
ser_bal_107 ser_bal_155 -0.008
ser_bal_107 ser_bal_156 0.006
ser_bal_107 ser_bal_157 -0.001
ser_bal_107 ser_bal_158 0.004
ser_bal_107 ser_bal_159 0.005
ser_bal_107 ser_bal_160 0.001
ser_bal_107 ser_bal_161 0.022
ser_bal_107 ser_bal_162 0.006
ser_bal_107 ser_bal_163 0.012
ser_bal_107 ser_bal_164 0.014
ser_bal_107 ser_bal_165 0.003
ser_bal_107 ser_bal_166 0.004
ser_bal_107 ser_bal_167 0.007
ser_bal_107 ser_bal_168 0.015
ser_bal_107 ser_bal_169 -0.004
ser_bal_107 ser_bal_170 -0.004
ser_bal_107 ser_bal_171 0.012
ser_bal_107 ser_bal_172 -0.004
ser_bal_107 ser_bal_173 0.003
ser_bal_107 ser_bal_174 0.009
ser_bal_107 ser_bal_175 0.003
ser_bal_107 ser_bal_176 0.008
ser_bal_107 ser_bal_178 0.009
ser_bal_107 ser_bal_179 0.008
ser_bal_107 ser_bal_180 0.002
ser_bal_107 ser_bal_181 -0.003
ser_bal_107 ser_bal_182 0.004
ser_bal_107 ser_bal_183 0.017
ser_bal_107 ser_bal_184 -0.001
ser_bal_107 ser_bal_185 0.004
ser_bal_107 ser_bal_186 0.011
ser_bal_107 ser_bal_187 0
ser_bal_107 ser_bal_188 0.01
ser_bal_107 ser_bal_189 -0.008
ser_bal_107 ser_bal_190 0
ser_bal_107 ser_bal_191 -0.007
ser_bal_107 ser_bal_192 0.003
ser_bal_107 ser_bal_193 0
ser_bal_107 ser_bal_194 0.006
ser_bal_107 ser_bal_195 0.017
ser_bal_107 ser_bal_196 0.005
ser_bal_107 ser_bal_197 0
ser_bal_107 ser_bal_198 0.004
ser_bal_107 ser_bal_199 0.004
ser_bal_107 ser_bal_200 -0.006
ser_bal_107 ser_bal_201 0.006
ser_bal_107 ser_bal_202 -0.002
ser_bal_107 ser_bal_203 0.002
ser_bal_107 ser_bal_204 -0.003
ser_bal_107 ser_bal_205 0
ser_bal_107 ser_fra_028 0.006
ser_bal_107 ser_fra_029 0.015
ser_bal_107 ser_fra_030 0.009
ser_bal_107 ser_fra_031 0.003
ser_bal_107 ser_fra_032 0.005
ser_bal_107 ser_fra_033 0.015
ser_bal_107 ser_fra_034 0.007
ser_bal_107 ser_fra_035 0.002
ser_bal_107 ser_fra_036 0.006
ser_bal_107 ser_fra_037 0.009
ser_bal_107 ser_fra_038 0.013
ser_bal_107 ser_fra_039 0.012
ser_bal_107 ser_fra_040 -0.002
ser_bal_107 ser_fra_041 0.006
ser_bal_107 ser_fra_042 -0.005
ser_bal_107 ser_fra_043 0.006
ser_bal_107 ser_fra_044 0.01
ser_bal_107 ser_fra_045 0.007
ser_bal_107 ser_fra_046 -0.003
ser_bal_107 ser_fra_047 0.006
ser_bal_107 ser_fra_048 0.02
ser_bal_107 ser_fra_049 -0.006
ser_bal_107 ser_fra_050 0.006
ser_bal_107 ser_fra_051 0.005
ser_bal_107 ser_fra_052 -0.005
ser_bal_107 ser_fra_053 0.011
ser_bal_107 ser_fra_054 0.009
ser_bal_107 ser_fra_055 0.01
ser_bal_107 ser_fra_056 0.021
ser_bal_107 ser_fra_057 0
ser_bal_107 ser_fra_058 0.003
ser_bal_107 ser_fra_059 0.002
ser_bal_107 ser_fra_060 0.003
ser_bal_107 ser_fra_061 0.006
ser_bal_107 ser_fra_062 0.007
ser_bal_107 ser_fra_063 0.005
ser_bal_107 ser_fra_064 0.007
ser_bal_107 ser_fra_065 -0.009
ser_bal_107 ser_fra_066 0.016
ser_bal_107 ser_fra_067 0.012
ser_bal_107 ser_fra_068 0.012
ser_bal_107 ser_fra_069 0.007
ser_bal_107 ser_fra_070 0.001
ser_bal_107 ser_fra_071 0.007
ser_bal_107 ser_spaAL_001 0.009
ser_bal_107 ser_spaAL_002 0.001
ser_bal_107 ser_spaAL_003 0.004
ser_bal_107 ser_spaAL_004 0.002
ser_bal_107 ser_spaAL_006 -0.002
ser_bal_107 ser_spaAL_008 0.009
ser_bal_107 ser_spaAL_009 0.011
ser_bal_107 ser_spaAL_010 0.003
ser_bal_107 ser_spaAL_012 0.009
ser_bal_107 ser_spaAL_017 -0.017
ser_bal_107 ser_spaAL_019 0.004
ser_bal_107 ser_spaAL_020 0.007
ser_bal_107 ser_spaAL_021 0
ser_bal_107 ser_spaAL_022 0.017
ser_bal_107 ser_spaAL_023 0.002
ser_bal_107 ser_spaAL_024 0.007
ser_bal_107 ser_spaAL_025 0.014
ser_bal_107 ser_spaAL_026 0.005
ser_bal_107 ser_spaAL_027 0.002
ser_bal_107 ser_spaAL_028 -0.01
ser_bal_107 ser_spaAL_029 0.003
ser_bal_107 ser_spaAL_030 0.004
ser_bal_107 ser_spaAL_032 0.002
ser_bal_107 ser_spaAL_033 0.009
ser_bal_107 ser_spaAL_034 -0.006
ser_bal_107 ser_spaAL_035 0.008
ser_bal_107 ser_spaAL_037 -0.004
ser_bal_107 ser_spaAL_038 -0.012
ser_bal_107 ser_spaAL_040 -0.018
ser_bal_107 ser_spaAL_041 -0.035
ser_bal_107 ser_spaAL_042 -0.01
ser_bal_107 ser_spaAL_043 0
ser_bal_107 ser_spaAL_044 -0.014
ser_bal_107 ser_spaAL_045 0.004
ser_bal_107 ser_spaAL_046 -0.001
ser_bal_107 ser_spaAL_048 -0.01
ser_bal_107 ser_spaAL_050 0.001
ser_bal_107 ser_spaAL_051 0.013
ser_bal_107 ser_spaAL_054 -0.01
ser_bal_107 ser_spaAL_059 -0.007
ser_bal_107 ser_spaAL_061 -0.016
ser_bal_107 ser_spaAL_065 0.011
ser_bal_107 ser_spaAL_066 0
ser_bal_107 ser_spaAL_067 0.003
ser_bal_107 ser_spaAL_071 -0.007
ser_bal_107 ser_spaAL_072 -0.001
ser_bal_107 ser_spaAL_073 0.007
ser_bal_107 ser_spaAL_074 0.011
ser_bal_107 ser_spaAL_075 -0.007
ser_bal_107 ser_spaN_037 0.004
ser_bal_107 ser_spaN_038 0.006
ser_bal_107 ser_spaN_039 -0.007
ser_bal_107 ser_spaS_002 -0.023
ser_bal_107 ser_spaS_003 -0.026
ser_bal_107 ser_spaS_004 -0.006
ser_bal_107 ser_spaS_005 -0.01
ser_bal_107 ser_spaS_007 -0.011
ser_bal_107 ser_spaS_008 -0.011
ser_bal_107 ser_spaS_009 -0.021
ser_bal_107 ser_spaS_010 -0.015
ser_bal_107 ser_spaS_011 -0.003
ser_bal_107 ser_spaS_012 -0.013
ser_bal_107 ser_spaS_013 -0.017
ser_bal_107 ser_spaS_014 -0.006
ser_bal_107 ser_spaS_015 -0.004
ser_bal_107 ser_spaS_016 -0.018
ser_bal_107 ser_spaS_017 -0.024
ser_bal_107 ser_spaS_018 -0.003
ser_bal_107 ser_spaS_019 -0.013
ser_bal_107 ser_spaS_020 -0.006
ser_bal_107 ser_spaS_021 0.018
ser_bal_107 ser_spaS_022 -0.007
ser_bal_107 ser_spaS_023 -0.016
ser_bal_107 ser_spaS_024 -0.007
ser_bal_107 ser_spaS_025 -0.008
ser_bal_107 ser_spaS_026 -0.008
ser_bal_107 ser_spaS_027 -0.004
ser_bal_107 ser_spaS_028 0.006
ser_bal_107 ser_spaS_029 0.004
ser_bal_107 ser_spaS_030 -0.009
ser_bal_107 ser_spaS_031 -0.014
ser_bal_107 ser_spaS_032 -0.016
ser_bal_107 ser_spaS_033 -0.023
ser_bal_107 ser_spaS_034 -0.007
ser_bal_107 ser_spaS_035 -0.014
ser_bal_107 ser_spaS_036 -0.012
ser_bal_107 ser_spaS_037 -0.002
ser_bal_107 ser_spaS_039 -0.012
ser_bal_107 ser_spaS_040 -0.014
ser_bal_107 ser_spaS_041 -0.019
ser_bal_107 ser_spaS_042 -0.015
ser_bal_107 ser_spaS_043 0.004
ser_bal_107 ser_spaS_044 -0.013
ser_bal_107 ser_spaS_045 0.008
ser_bal_107 ser_spaS_046 -0.02
ser_bal_107 ser_spaS_047 0.007
ser_bal_107 ser_spaS_048 -0.004
ser_bal_107 ser_spaS_049 -0.013
ser_bal_107 ser_spaS_050 -0.006
ser_bal_107 ser_spaS_051 -0.031
ser_bal_107 ser_spaS_052 -0.013
ser_bal_107 ser_spaS_053 -0.015
ser_bal_107 ser_spaS_054 -0.016
ser_bal_107 ser_spaS_055 0.005
ser_bal_107 ser_spaS_056 -0.006
ser_bal_107 ser_spaS_057 -0.018
ser_bal_107 ser_spaS_058 -0.01
ser_bal_107 ser_spaS_059 -0.019
ser_bal_107 ser_spaS_060 0.005
ser_bal_107 ser_spaS_061 -0.012
ser_bal_107 ser_spaS_062 -0.016
ser_bal_107 ser_spaS_063 -0.008
ser_bal_107 ser_spaS_064 -0.02
ser_bal_107 ser_spaS_065 -0.014
ser_bal_107 ser_spaS_066 -0.007
ser_bal_107 ser_spaS_067 -0.007
ser_bal_107 ser_spaS_068 -0.005
ser_bal_107 ser_spaS_070 -0.014
ser_bal_107 ser_spaS_071 -0.009
ser_bal_107 ser_spaS_072 0.007
ser_bal_107 ser_spaS_073 0.01
ser_bal_107 ser_spaS_074 -0.004
ser_bal_107 ser_spaS_075 -0.013
ser_bal_107 ser_spaS_076 0.001
ser_bal_107 ser_spaS_077 -0.013
ser_bal_107 ser_spaS_078 -0.008
ser_bal_107 ser_spaS_079 -0.014
ser_bal_107 ser_spaS_080 -0.012
ser_bal_107 ser_spaS_081 -0.014
ser_bal_107 ser_spaS_082 0.016
ser_bal_107 ser_spaS_083 -0.013
ser_bal_107 ser_spaS_084 -0.022
ser_bal_107 ser_spaS_085 0.004
ser_bal_107 ser_spaS_086 -0.003
ser_bal_107 ser_spaS_087 0.017
ser_bal_107 ser_spaS_088 -0.013
ser_bal_107 ser_spaS_089 -0.016
ser_bal_107 ser_spaS_090 -0.019
ser_bal_107 ser_spaS_091 -0.007
ser_bal_107 ser_spaS_092 -0.007
ser_bal_107 ser_spaS_093 -0.013
ser_bal_107 ser_spaS_094 -0.008
ser_bal_107 ser_spaS_095 -0.023
ser_bal_107 ser_spaS_096 0.011
ser_bal_107 ser_spaS_097 -0.002
ser_bal_107 ser_spaS_098 -0.02
ser_bal_107 ser_spaS_099 -0.016
ser_bal_107 ser_spaS_100 0.004
ser_bal_107 ser_spaS_101 -0.013
ser_bal_107 ser_spaS_102 -0.016
ser_bal_107 ser_spaS_103 -0.022
ser_bal_107 ser_spaS_104 0.004
ser_bal_107 ser_spaS_105 0.014
ser_bal_107 ser_spaS_106 -0.009
ser_bal_107 ser_spaS_107 0.012
ser_bal_107 ser_spaS_108 0.009
ser_bal_107 ser_spaS_109 0.009
ser_bal_107 ser_spaS_110 0.012
ser_bal_107 ser_spaS_111 0.009
ser_bal_107 ser_spaS_112 -0.003
ser_bal_107 ser_spaS_113 -0.007
ser_bal_107 ser_spaS_114 -0.023
ser_bal_107 ser_spaS_116 -0.005
ser_bal_107 ser_spaS_117 -0.017
ser_bal_107 ser_spaS_121 -0.003
ser_bal_107 ser_spaS_122 -0.005
ser_bal_107 ser_spaS_123 -0.007
ser_bal_107 ser_spaS_124 -0.008
ser_bal_107 ser_spaS_125 0.004
ser_bal_107 ser_spaS_126 -0.011
ser_bal_107 ser_spaS_127 -0.009
ser_bal_107 ser_spaS_128 -0.005
ser_bal_107 ser_spaS_129 -0.024
ser_bal_107 ser_spaS_130 -0.008
ser_bal_107 ser_spaS_131 0.016
ser_bal_107 ser_spaS_132 0.001
ser_bal_107 ser_spaS_133 0.001
ser_bal_107 ser_spaS_135 -0.002
ser_bal_107 ser_spaS_136 -0.003
ser_bal_107 ser_spaS_137 0.002
ser_bal_107 ser_spaS_138 -0.012
ser_bal_107 ser_spaS_139 -0.013
ser_bal_107 ser_spaS_140 -0.014
ser_bal_107 ser_spaS_141 -0.017
ser_bal_107 ser_spaS_142 -0.001
ser_bal_107 ser_spaS_143 -0.001
ser_bal_107 ser_spaS_144 0.001
ser_bal_107 ser_spaS_145 0.004
ser_bal_107 ser_spaS_146 0.001
ser_bal_107 ser_spaS_147 0
ser_bal_107 ser_spaS_148 -0.009
ser_bal_107 ser_spaS_149 -0.011
ser_bal_107 ser_spaS_150 -0.009
ser_bal_107 ser_spaS_151 -0.001
ser_bal_107 ser_spaS_152 -0.007
ser_bal_107 ser_spaS_153 -0.01
ser_bal_108 ser_bal_109 0.001
ser_bal_108 ser_bal_110 -0.002
ser_bal_108 ser_bal_111 -0.006
ser_bal_108 ser_bal_112 0.013
ser_bal_108 ser_bal_113 -0.005
ser_bal_108 ser_bal_114 0.011
ser_bal_108 ser_bal_115 0.006
ser_bal_108 ser_bal_116 0.001
ser_bal_108 ser_bal_117 0.016
ser_bal_108 ser_bal_118 -0.003
ser_bal_108 ser_bal_119 -0.008
ser_bal_108 ser_bal_120 0.006
ser_bal_108 ser_bal_121 0.013
ser_bal_108 ser_bal_122 0.006
ser_bal_108 ser_bal_123 0.005
ser_bal_108 ser_bal_124 -0.006
ser_bal_108 ser_bal_125 -0.006
ser_bal_108 ser_bal_126 -0.012
ser_bal_108 ser_bal_127 0.01
ser_bal_108 ser_bal_128 -0.008
ser_bal_108 ser_bal_129 0.001
ser_bal_108 ser_bal_130 0.006
ser_bal_108 ser_bal_131 -0.006
ser_bal_108 ser_bal_133 0.005
ser_bal_108 ser_bal_134 -0.008
ser_bal_108 ser_bal_135 -0.007
ser_bal_108 ser_bal_136 0.012
ser_bal_108 ser_bal_137 -0.001
ser_bal_108 ser_bal_138 0.008
ser_bal_108 ser_bal_139 0.003
ser_bal_108 ser_bal_140 0.005
ser_bal_108 ser_bal_141 -0.001
ser_bal_108 ser_bal_142 0
ser_bal_108 ser_bal_143 -0.006
ser_bal_108 ser_bal_144 0
ser_bal_108 ser_bal_145 -0.004
ser_bal_108 ser_bal_146 0.008
ser_bal_108 ser_bal_147 0
ser_bal_108 ser_bal_148 0
ser_bal_108 ser_bal_149 0.001
ser_bal_108 ser_bal_150 0.008
ser_bal_108 ser_bal_151 -0.007
ser_bal_108 ser_bal_152 -0.003
ser_bal_108 ser_bal_153 0
ser_bal_108 ser_bal_154 0.009
ser_bal_108 ser_bal_155 0.011
ser_bal_108 ser_bal_156 0.008
ser_bal_108 ser_bal_157 0.006
ser_bal_108 ser_bal_158 -0.005
ser_bal_108 ser_bal_159 0
ser_bal_108 ser_bal_160 -0.01
ser_bal_108 ser_bal_161 0.007
ser_bal_108 ser_bal_162 0.006
ser_bal_108 ser_bal_163 0.004
ser_bal_108 ser_bal_164 -0.002
ser_bal_108 ser_bal_165 0.005
ser_bal_108 ser_bal_166 0.007
ser_bal_108 ser_bal_167 0.005
ser_bal_108 ser_bal_168 0.015
ser_bal_108 ser_bal_169 0.005
ser_bal_108 ser_bal_170 0.008
ser_bal_108 ser_bal_171 0.007
ser_bal_108 ser_bal_172 0.003
ser_bal_108 ser_bal_173 -0.003
ser_bal_108 ser_bal_174 0.007
ser_bal_108 ser_bal_175 0.007
ser_bal_108 ser_bal_176 0.003
ser_bal_108 ser_bal_178 0.005
ser_bal_108 ser_bal_179 0.011
ser_bal_108 ser_bal_180 0.004
ser_bal_108 ser_bal_181 -0.002
ser_bal_108 ser_bal_182 -0.002
ser_bal_108 ser_bal_183 0.007
ser_bal_108 ser_bal_184 0.006
ser_bal_108 ser_bal_185 0.011
ser_bal_108 ser_bal_186 0
ser_bal_108 ser_bal_187 -0.002
ser_bal_108 ser_bal_188 0.006
ser_bal_108 ser_bal_189 -0.003
ser_bal_108 ser_bal_190 0.007
ser_bal_108 ser_bal_191 0.008
ser_bal_108 ser_bal_192 0.015
ser_bal_108 ser_bal_193 0.004
ser_bal_108 ser_bal_194 0.01
ser_bal_108 ser_bal_195 0.006
ser_bal_108 ser_bal_196 0.007
ser_bal_108 ser_bal_197 -0.003
ser_bal_108 ser_bal_198 -0.011
ser_bal_108 ser_bal_199 -0.004
ser_bal_108 ser_bal_200 0.005
ser_bal_108 ser_bal_201 0.009
ser_bal_108 ser_bal_202 -0.004
ser_bal_108 ser_bal_203 -0.002
ser_bal_108 ser_bal_204 0.012
ser_bal_108 ser_bal_205 0.006
ser_bal_108 ser_fra_028 0.003
ser_bal_108 ser_fra_029 0.011
ser_bal_108 ser_fra_030 0.008
ser_bal_108 ser_fra_031 -0.004
ser_bal_108 ser_fra_032 0.014
ser_bal_108 ser_fra_033 0.013
ser_bal_108 ser_fra_034 0.003
ser_bal_108 ser_fra_035 0.007
ser_bal_108 ser_fra_036 0.005
ser_bal_108 ser_fra_037 0.008
ser_bal_108 ser_fra_038 0.012
ser_bal_108 ser_fra_039 0.003
ser_bal_108 ser_fra_040 -0.006
ser_bal_108 ser_fra_041 0.014
ser_bal_108 ser_fra_042 0.007
ser_bal_108 ser_fra_043 0.008
ser_bal_108 ser_fra_044 -0.003
ser_bal_108 ser_fra_045 0.009
ser_bal_108 ser_fra_046 0.017
ser_bal_108 ser_fra_047 0.012
ser_bal_108 ser_fra_048 0.011
ser_bal_108 ser_fra_049 0.011
ser_bal_108 ser_fra_050 0.001
ser_bal_108 ser_fra_051 0.002
ser_bal_108 ser_fra_052 -0.009
ser_bal_108 ser_fra_053 0.001
ser_bal_108 ser_fra_054 -0.004
ser_bal_108 ser_fra_055 0.011
ser_bal_108 ser_fra_056 0.01
ser_bal_108 ser_fra_057 0
ser_bal_108 ser_fra_058 0.013
ser_bal_108 ser_fra_059 0.008
ser_bal_108 ser_fra_060 0.007
ser_bal_108 ser_fra_061 -0.003
ser_bal_108 ser_fra_062 -0.002
ser_bal_108 ser_fra_063 0.015
ser_bal_108 ser_fra_064 0.013
ser_bal_108 ser_fra_065 -0.005
ser_bal_108 ser_fra_066 0.005
ser_bal_108 ser_fra_067 0.012
ser_bal_108 ser_fra_068 0.003
ser_bal_108 ser_fra_069 0.002
ser_bal_108 ser_fra_070 -0.006
ser_bal_108 ser_fra_071 0.002
ser_bal_108 ser_spaAL_001 -0.003
ser_bal_108 ser_spaAL_002 0.002
ser_bal_108 ser_spaAL_003 -0.011
ser_bal_108 ser_spaAL_004 0.003
ser_bal_108 ser_spaAL_006 0.002
ser_bal_108 ser_spaAL_008 0.007
ser_bal_108 ser_spaAL_009 0.014
ser_bal_108 ser_spaAL_010 0.002
ser_bal_108 ser_spaAL_012 0.015
ser_bal_108 ser_spaAL_017 -0.017
ser_bal_108 ser_spaAL_019 0.013
ser_bal_108 ser_spaAL_020 0.005
ser_bal_108 ser_spaAL_021 0.007
ser_bal_108 ser_spaAL_022 0.004
ser_bal_108 ser_spaAL_023 -0.01
ser_bal_108 ser_spaAL_024 0.013
ser_bal_108 ser_spaAL_025 0.017
ser_bal_108 ser_spaAL_026 0
ser_bal_108 ser_spaAL_027 -0.003
ser_bal_108 ser_spaAL_028 -0.006
ser_bal_108 ser_spaAL_029 0.002
ser_bal_108 ser_spaAL_030 -0.003
ser_bal_108 ser_spaAL_032 -0.005
ser_bal_108 ser_spaAL_033 0.002
ser_bal_108 ser_spaAL_034 0.007
ser_bal_108 ser_spaAL_035 0.013
